177,3,7.425098666
89,12,11.19423578
82,4,18.01880131
194,6,12.41274086
148,2,19.23020813
165,19,15.92621181
170,18,10.20100785
118,1,3.41949022
121,13,19.96876472
192,1,9.533307332
5,13,8.869925643
3,10,4.938584649
71,7,18.22084833
195,19,0.678192497
115,1,4.820979545
171,7,0.440527775
4,2,14.67062009
169,3,19.73360955
196,8,17.39048575
170,19,5.674912325
42,13,19.47771298
93,18,6.940096336
85,12,18.80876186
190,2,0.710677553
79,14,14.8207163
20,3,16.60326462
180,2,16.25357582
4,6,14.83887263
17,5,14.45527524
13,2,5.427350219
84,0,19.86139625
79,7,2.36250672
110,8,3.854536721
152,10,16.43185694
47,0,14.60560452
45,2,18.2263654
15,1,12.11934156
94,1,3.941210074
128,14,9.860912608
94,18,13.62080435
112,18,11.21508113
34,5,0.789352509
18,11,3.568552838
123,8,19.71766865
58,16,9.627031879
188,15,4.585383854
33,7,15.29163222
153,8,1.048252659
174,6,0.522941218
187,6,2.585583634
139,0,17.65993483
194,8,15.32811737
69,19,14.00472457
119,12,8.36975491
195,2,17.10207023
66,13,13.05766759
13,19,13.9200878
82,16,16.40570516
40,11,2.625013806
171,9,16.97302834
31,11,19.14703354
60,1,16.41410019
150,8,5.117630209
17,8,1.766319571
152,6,6.550866724
131,14,10.00486972
65,8,0.054287014
15,13,18.13124265
65,12,8.084462683
35,2,4.780693174
24,0,2.643945267
85,10,15.73425908
4,5,11.8291719
56,13,15.16138851
32,19,19.19815968
175,14,14.06611804
196,14,5.754650563
87,1,14.44151516
6,16,1.779921498
182,10,19.4809088
157,6,11.69779353
31,6,9.128200672
148,0,17.33408565
133,1,13.94271324
112,10,8.116532819
39,6,13.89472755
126,15,3.580693609
101,14,16.70568635
171,1,19.69262267
143,14,0.693113879
119,18,7.340563238
122,17,0.869966804
39,16,1.564276415
40,12,14.74453494
18,13,9.200877093
113,1,17.318753
72,2,9.884628944
24,8,8.75333718
147,12,18.61557645
44,13,14.05351455
62,6,18.39888884
105,6,10.09197469
16,1,14.96340529
8,7,14.31817203
33,19,3.999253785
49,5,19.676085
116,12,10.85247224
29,12,1.354422204
70,9,2.643892163
176,7,18.0671452
77,14,10.96384479
188,10,15.48152009
172,2,2.187164187
127,4,4.799729694
67,15,18.30613912
122,4,16.22262549
140,8,17.0899192
195,15,8.555567534
161,15,12.81620681
31,6,12.59783418
94,9,10.48333856
133,14,12.37699227
16,13,8.307746581
54,18,0.004932391
95,18,16.90228752
58,9,16.40521875
87,12,7.930397946
87,12,14.80100441
52,1,13.03040365
18,9,12.73555667
1,16,12.46989895
107,0,18.59808638
171,8,1.652677406
150,11,9.866495353
190,10,17.75199861
110,12,2.335845282
187,10,19.0642542
154,8,19.52592191
114,2,7.930623558
141,6,17.66900919
5,10,15.99521994
8,6,1.501862926
101,2,16.40250294
155,12,3.073935378
41,15,17.04129232
112,10,13.74877838
161,17,1.775739026
90,12,13.24715277
58,18,5.983385005
89,9,2.347785245
126,16,14.73690687
154,7,12.77248455
107,1,8.071857755
133,6,4.005363297
90,19,19.25149476
173,0,12.07146832
86,16,10.02595037
35,12,0.138962218
160,16,17.67186909
95,17,11.117288
31,16,12.17286584
189,4,17.99982968
106,8,12.55468476
196,11,2.747352049
27,9,5.737749957
172,10,9.271084091
189,16,8.00968808
177,14,0.739205341
56,3,16.45282672
182,15,8.659484922
120,16,15.00661503
93,10,12.04889018
156,16,5.740506669
118,16,17.45478098
22,4,17.70516968
134,10,0.261638182
120,8,15.92743235
107,16,14.16488073
28,14,11.76181204
141,17,19.76834389
49,18,5.971234444
51,16,1.825127498
192,13,4.372553796
128,18,5.1144031
66,7,0.677144709
173,15,1.561656789
123,14,3.319767391
93,1,16.46407255
17,0,19.55369115
137,3,4.107926465
142,0,9.705249395
20,13,10.47422653
86,7,0.078859659
150,6,4.106479237
185,19,17.68576633
196,14,11.0776614
78,14,19.24261087
47,10,7.559600621
28,15,15.86259537
59,9,16.27460248
169,12,3.413946531
48,2,10.54446439
58,7,15.19944249
155,1,8.608919997
98,5,5.598673396
57,16,3.753768663
154,16,12.10433991
104,17,0.354960681
5,15,0.683637604
81,9,19.27228257
145,8,7.158869401
70,2,11.07582752
116,19,6.949461677
116,17,5.305701896
95,2,2.589079282
185,8,17.66864303
46,14,9.141050722
48,17,0.326686375
87,16,11.84087082
20,15,12.56686623
88,17,12.27463096
51,14,5.926783827
55,6,6.691834495
101,14,6.334849658
44,7,14.81500407
172,6,18.56907344
182,15,18.8643193
113,17,18.43637825
47,19,15.37851243
81,17,4.440620719
131,6,6.559302521
147,4,7.512814604
160,12,14.43290835
138,9,15.63669216
13,17,13.01119922
1,16,2.613698314
59,4,8.700868987
155,12,3.841746862
147,12,17.8733131
102,16,10.57638562
13,10,12.38691285
28,16,8.612554272
127,0,1.22379959
10,13,18.24638693
93,16,6.132608932
86,4,16.50901248
193,11,5.862154645
115,3,16.15537605
138,5,12.07883677
45,15,1.798334301
98,14,19.45457631
51,11,8.662901904
82,18,17.82800694
16,7,17.54679671
147,7,7.350608236
179,16,10.01007671
79,9,16.66925633
153,0,14.62076499
100,16,17.3406405
42,2,1.201432632
191,3,1.583554849
82,11,3.963134917
198,5,2.661261252
136,13,2.516322657
187,0,8.26688887
25,8,13.06121005
94,15,14.00399574
139,7,12.43188743
24,16,7.20217424
7,3,7.161697485
164,4,17.42720127
30,16,0.672873608
9,17,13.19908823
137,18,18.47897375
145,6,17.78500701
8,0,18.35266224
172,14,6.099209922
90,12,8.224516522
26,1,11.74463088
135,6,1.709389948
63,0,8.817106831
11,8,1.307490283
55,17,7.673982793
2,18,2.800009569
121,10,17.19589685
10,19,8.988295593
44,9,3.212396207
164,3,3.714603115
92,3,11.73771628
184,16,3.022971288
94,19,14.48622164
142,17,10.17023465
16,5,4.170742686
172,7,8.271013867
39,19,9.045337358
113,5,16.30776463
155,3,7.293618239
93,12,11.51187783
139,17,14.47550917
132,4,19.72642656
154,19,18.18015199
127,13,15.87829046
23,19,6.548314454
31,7,2.244448538
104,15,19.78941204
48,17,12.21653022
118,10,13.47557638
118,5,4.996855468
173,4,5.182481001
60,3,8.372704362
110,7,5.084708728
136,13,8.597604119
150,5,17.3851978
133,3,2.052643735
43,11,11.95508809
56,8,10.82043459
13,12,10.79105642
66,9,7.419837395
100,18,7.147636746
146,14,6.183236773
81,14,0.211450365
143,12,2.991043956
57,7,15.40951903
77,16,14.89155979
118,3,19.40223859
139,4,0.960357061
68,13,9.195066882
85,0,16.83434133
94,7,5.327789031
61,12,2.738583438
139,14,11.64722795
91,12,10.10364148
90,14,11.52103486
151,6,0.590686275
140,1,1.852604815
43,6,17.00121523
162,12,10.2477887
69,12,6.348508
177,17,11.01586498
36,2,11.7286347
112,13,4.752563573
136,18,14.16510458
79,8,6.332827724
53,9,10.35631242
21,11,9.416922057
116,14,15.10054208
147,0,0.929816745
168,11,14.72519835
45,3,6.783118315
16,13,11.22299371
189,9,10.06199605
51,9,3.044353925
32,15,11.49312925
59,16,16.9338437
134,0,17.52505336
14,4,19.71697942
54,10,8.673218699
138,1,0.696773638
64,15,4.749351786
84,15,4.262429635
14,19,14.66045412
134,16,0.539042725
195,6,0.654991862
65,16,7.052030243
167,15,9.355293595
65,0,6.259450419
6,14,19.06134214
139,16,2.445904588
109,7,15.19154175
176,14,11.67878952
99,8,2.604099542
26,18,16.63898489
20,5,5.546829325
25,7,17.91061871
109,15,5.581114034
67,2,19.16573684
11,14,4.148930616
92,3,8.639407767
45,12,13.49665729
191,3,8.097341702
193,2,7.780605168
192,5,2.478240768
1,6,9.513784653
167,11,3.431601136
156,19,19.20386548
191,1,16.98395899
43,9,5.75414303
109,9,1.276409653
81,12,15.53223984
135,4,13.94829379
99,19,10.30449039
6,14,13.26371056
190,16,19.58597156
46,6,4.537791878
161,3,7.920681343
56,12,2.121366246
11,17,15.66755249
28,6,19.46878944
149,13,2.803165887
26,18,1.096314985
13,7,17.49149739
134,1,17.97487327
0,11,10.6602309
0,19,13.36611198
153,12,16.60091091
101,1,14.45231782
166,19,9.47929732
44,9,0.917415756
94,4,10.08965774
66,1,4.956316504
135,6,4.411096204
25,5,5.591197573
159,18,18.61787803
178,0,2.330226392
40,1,12.97272712
156,15,0.05150596
37,17,17.98366573
167,19,12.24997317
166,19,9.113661874
105,5,12.82176125
65,10,17.48648507
46,15,18.10157878
198,9,2.916211166
40,12,1.164863955
160,19,15.06535571
89,0,6.707721978
172,17,14.81199271
118,9,17.50297708
124,8,16.08890576
171,12,17.4199223
39,19,14.7208391
140,15,15.6192575
56,7,12.59743621
70,3,0.161523178
138,18,16.93175649
93,9,6.090049449
67,13,8.327934162
110,9,8.808441807
171,16,15.16845626
79,4,11.4894424
25,15,8.708309025
179,8,17.68115697
28,7,4.518304112
139,19,15.05353708
8,11,16.53346815
14,9,9.053837383
146,16,14.12025963
175,5,2.355383995
176,19,19.56185208
130,16,12.99373147
180,1,18.89497514
37,14,6.343168615
80,10,9.731856437
29,0,6.123276741
14,10,13.84508164
162,13,18.16669377
29,14,13.99494362
135,13,2.624208092
31,2,16.10079592
188,12,19.2251909
105,15,13.40141985
75,16,8.148822072
38,14,19.48412512
70,4,1.79267295
141,12,4.998875276
126,17,8.978337843
169,14,4.593834342
136,1,9.953231984
130,12,7.932825407
49,18,5.731726177
30,12,16.54653701
46,14,4.79771229
48,10,11.64496222
173,7,7.270800272
136,5,9.142702425
97,4,8.942045322
3,6,3.029918949
101,3,16.55849662
124,6,19.00887059
42,3,18.32329925
31,10,12.51740797
12,6,11.63326253
23,10,16.19132237
186,9,4.155409004
133,17,4.619006227
133,9,1.092753376
133,14,7.862890083
146,11,0.897610444
81,10,18.63045245
21,1,0.991247506
122,16,0.434054112
165,1,6.330617832
149,12,6.650811821
124,0,4.672885483
22,10,13.78856534
150,3,15.55264904
72,2,9.924484372
